gym_id,has_sauna,market,tier
2785,false,Miami,Mid-Tier Chain
2811,false,Miami,Mid-Tier Chain
391,false,New York City,Mid-Tier Chain
1359,false,New York City,Mid-Tier Chain
1672,false,New York City,Mid-Tier Chain
1835,false,New York City,Mid-Tier Chain
1904,false,New York City,Mid-Tier Chain
1931,false,New York City,Mid-Tier Chain
1932,false,New York City,Mid-Tier Chain
2015,false,New York City,Mid-Tier Chain
2016,false,New York City,Mid-Tier Chain
2030,false,New York City,Mid-Tier Chain
2032,false,New York City,Mid-Tier Chain
2110,true,New York City,Mid-Tier Chain
2222,false,New York City,Mid-Tier Chain
2246,false,New York City,Mid-Tier Chain
2323,false,New York City,Mid-Tier Chain
2337,false,New York City,Mid-Tier Chain
2403,false,New York City,Mid-Tier Chain
2411,false,New York City,Mid-Tier Chain
2450,false,New York City,Mid-Tier Chain
2453,false,New York City,Mid-Tier Chain
2482,false,New York City,Mid-Tier Chain
2531,false,New York City,Mid-Tier Chain
2556,false,New York City,Mid-Tier Chain
2557,false,New York City,Mid-Tier Chain
2581,false,New York City,Mid-Tier Chain
2596,false,New York City,Mid-Tier Chain
2607,false,New York City,Mid-Tier Chain
2615,false,New York City,Mid-Tier Chain
2631,false,New York City,Mid-Tier Chain
2655,false,New York City,Mid-Tier Chain
2657,false,New York City,Mid-Tier Chain
2710,false,New York City,Mid-Tier Chain
2745,false,New York City,Mid-Tier Chain
2783,false,New York City,Mid-Tier Chain
2792,false,New York City,Mid-Tier Chain
2816,false,New York City,Mid-Tier Chain
